,TS5b,TS5c,TS5d,TS8b,TS9b,TS9d,TS6a,TS6b,TS6c,TS6d,TS6e,TS6f,TS7a,TS7c,TS7e,TS7f,TS7g,TS7h,TS8a,TS8d,TS8J,TS8K,TS8L
TRINITY_DN18350_c0_g1,0.678,0.278,0.378,0.706,0.512,1.098,1.123,0.342,0.193,1.499,0.572,0.631,0.116,0.493,0.319,0.406,1.144,1.023,2.875,1.87,2.575,0.85,3.736
TRINITY_DN18354_c0_g1,24.09,19.056,3.693,10.481,23.948,28.828,3.167,27.18,9.286,10.679,27.779,30.116,21.353,17.409,21.34,28.77,12.819,21.819,10.807,9.172,2.636,12.186,2.08
TRINITY_DN18354_c0_g2,3.19,26.089,14.798,8.716,7.994,1.896,18.712,2.574,11.474,8.105,5.797,6.126,2.165,5.279,2.711,2.107,4.073,0.66,1.882,2.104,3.585,0.85,0
TRINITY_DN18355_c0_g1,47.006,48.936,39.718,46.58,39.81,49.584,53.258,41.783,38.632,39.24,57.735,49.024,37.968,36.257,38.31,44.582,49.165,46.81,40.496,40.176,34.494,41.14,36.036
TRINITY_DN18360_c0_g1,4.629,2.286,1.263,1.412,0.999,5.069,0.833,1.351,0.446,2.441,1.052,6.134,0.693,0.058,1.952,4.297,8.637,4.48,1.117,0.773,0.151,1.852,0.577
TRINITY_DN18364_c0_g1,0.156,0,0.491,0,0.26,0,0.386,0,0,0,0,0,0,0.14,0.482,0.05,0,0,0.434,0.27,2.726,0.195,0.349
TRINITY_DN18364_c0_g2,0.687,0.548,0.177,0,0.747,0,0.746,0,0,0,0,0,0,1.447,0.343,0.506,0.749,0,0.31,0,0,0,0.501
TRINITY_DN18368_c0_g1,0.907,1.356,0.298,0.492,0,1.455,0.561,1.206,0.28,0.557,0.281,0.555,0,0.066,0.172,0.191,1.008,0.401,1.799,1.421,1.525,0.933,3.432
TRINITY_DN18369_c0_g1,1.586,1.826,1.207,2.156,1.184,2.647,1.167,0.385,0.718,6.487,2.241,1.01,0.817,1.242,0.882,2.447,7.697,7.212,8.139,5.989,9.462,5.014,13.515
TRINITY_DN18376_c0_g1,0,0,0,0,0,0,3.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN18377_c0_g1,1.302,1.008,0.571,1.254,0.411,1.07,1.386,1.163,0.893,5.744,1.488,1.279,0.401,1.061,0.898,0.747,2.616,3.147,12.999,9.046,19.771,4.303,26.499
TRINITY_DN18381_c0_g1,9.002,8.554,4.353,7.786,4.14,12.767,6.228,6.447,6.442,26.995,7.421,8.549,3.266,6.299,5.023,4.629,20.816,12.353,45.853,30.249,57.487,18.885,106.56
TRINITY_DN18384_c0_g1,2.053,1.8,2.301,5.956,2.62,6.853,1.07,1.3,0.7,4.059,0.172,1.043,0.154,0.337,0.988,1.112,2.438,3.561,14.933,12.769,36.827,10.459,51.116
TRINITY_DN18384_c0_g4,0.064,0.887,0.402,0.985,7.499,3.398,1.667,0.641,0.219,0.053,0.853,0.034,0.424,0.674,1.437,0.937,2.684,3.16,20.155,5.755,27.527,3.788,26.348
TRINITY_DN18389_c0_g1,1.228,0.817,2.535,2.026,0.512,2.966,0.632,1.077,0.219,11.713,1.497,0.496,1.471,1.192,0.825,2.182,9.509,2.888,14.343,4.586,22.417,0.571,3.159
TRINITY_DN18394_c0_g1,1.732,0.774,0.531,0.976,1.024,1.746,1.29,0.915,0.831,2.64,1.706,0.631,0.454,0.905,0.408,0.622,2.384,1.696,4.881,5.215,7.422,2.228,12.938
TRINITY_DN18399_c0_g1,5.317,1.565,0.845,1.663,1.285,2.225,1.009,5.087,5.496,6.314,2.214,4.207,0.447,1.258,1.952,1.916,20.693,14.283,15.315,14.441,19.196,14.108,43.811
TRINITY_DN18400_c0_g1,0.779,0.582,0.41,1.161,1.083,2.093,1.333,0.915,0.98,3.515,2.903,2.104,0.593,0.946,0.996,0.672,4.019,1.813,10.765,8.003,9.391,2.897,17.069
TRINITY_DN18406_c0_g2,0.898,1.8,1.376,1.05,1.108,1.643,2.395,2.685,2.109,0.332,2.041,1.683,2.018,1.225,1.021,1.137,1.103,1.657,1.541,4.856,2.07,0.822,0
TRINITY_DN18410_c0_g1,2.209,4.86,3.05,2.639,7.784,1.427,3.421,3.668,4.481,3.568,10.27,7.615,2.018,6.242,2.809,7.217,0.409,6.138,0.683,0.198,6.786,8.732,0.547
TRINITY_DN18412_c0_g1,1.934,1.078,0.467,1.245,1.705,3.455,0.895,1.086,1.129,11.249,3.112,1.119,0.894,2.303,0.923,1.443,11.566,7.459,10.052,15.88,9.997,8.3,22.096
TRINITY_DN18419_c0_g1,1.045,0.635,0.869,0.762,0.663,1.652,0.649,0.581,0.709,3.781,0.826,0.791,0.609,2.089,0.596,0.39,2.793,2.15,4.478,4.28,9.219,3.161,10.661
TRINITY_DN18421_c0_g1,507.791,574.21,527.517,597.933,768.614,683.375,621.189,583.361,564.765,650.398,645.786,541.25,546.147,568.076,574.624,553.136,806.006,620.455,600.922,630.088,615.5,686.2,808.287
TRINITY_DN18422_c0_g1,2.411,1.93,0,0,3.938,1.023,1.123,1.642,0,0,2.123,0,1.602,0,0.163,0,0,0.492,1.779,0,0,2.019,0.896
TRINITY_DN18422_c0_g2,1.366,0.739,3.581,2.565,1.915,0.319,5.878,1.265,3.921,4.577,2.622,3.307,1.787,3.199,2.703,3.534,3.052,3.418,2.751,1.007,1.06,3.259,0.911
TRINITY_DN18425_c0_g2,0.403,0.452,0.241,0.39,0.244,1.596,0.921,0.445,0.744,2.773,1.987,0.64,0.37,0.526,0.425,0.257,3.011,1.852,5.729,3.489,2.817,3.12,4.449
TRINITY_DN18427_c0_g1,2.411,1.887,1.312,2.369,1.478,3.229,0.798,1.24,1.409,6.367,0.998,0.345,0.94,0.929,0.58,0.647,3.787,2.357,11.913,8.632,11.764,2.925,15.004
TRINITY_DN18428_c0_g1,0,0.417,0.209,0.715,0.16,0,0.237,0,1.418,0,0.327,0.252,0,0.452,0.163,0.896,0.3,0.285,1.799,0,7.452,0,13.758
TRINITY_DN18428_c0_g2,0.871,0,0.628,0,0,1.286,0.228,0.188,0,0,0,1.363,0,0,0,0,0,0,0,0.629,0,0.167,0
TRINITY_DN18428_c0_g3,0.834,1.313,0.563,0.892,0.285,1.53,0.333,0.667,0.411,0.279,0,0.867,0.501,1.406,0.882,0.481,0,0,4.364,0.935,6.23,0,20.82
TRINITY_DN18428_c0_g4,0,0,0,0.427,0,0.366,0.447,0,0,0,0,0,0,0,0,0,0.15,0,2.151,0,0,0,0
TRINITY_DN18436_c0_g1,0,0,0,0,0,0,1.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN18442_c0_g1,23.604,20.152,12.432,42.352,23.293,52.616,30.642,23.504,28.436,229.853,47.737,23.452,19.997,23.815,15.688,29.085,181.292,182.63,144.488,296.215,128.262,267.993,409.808
TRINITY_DN18443_c0_g1,22,7.876,11.531,14.43,12.083,13.912,15.948,12.987,8.385,7.522,9.671,18.462,10.869,9.506,15.1,14.568,5.122,7.562,8.48,6.708,6.533,6.866,0.987
TRINITY_DN18444_c0_g1,0.596,0.191,0.257,0.149,0.176,1.267,0.816,0.12,0.28,0.57,0.689,0.597,0.054,0.444,0.466,0.241,0.776,0.22,2.151,1.151,1.939,0.571,3.736
TRINITY_DN18447_c0_g1,0.834,0.574,2.945,0.558,0.613,0.751,2.351,1.821,0.884,4.802,2.186,1.094,0.293,0.321,0.67,0.722,3.46,3.38,4.074,3.597,1.181,1.95,13.895
TRINITY_DN18453_c0_g1,10.917,67.558,42.244,99.022,46.2,38.065,54.547,92.339,49.931,84.608,45.324,111.89,104.869,69.135,60.499,0.149,65.035,77.123,18.449,30.663,63.333,62.852,129.809
TRINITY_DN18453_c0_g2,106.378,52.744,42.993,3.67,78.134,66.997,46.898,16.305,47.69,31.453,59.159,7.439,4.622,32.483,42.826,114.251,52.325,35.959,79.442,76.774,43.259,37.7,0.699
TRINITY_DN18458_c0_g1,208.136,173.219,172.856,234.672,185.843,243.591,192.381,218.22,195.05,251.979,218.619,175.16,153.214,196.91,207.042,202.992,319.291,228.301,226.65,277.368,206.025,217.494,289.839
TRINITY_DN18459_c0_g1,0.504,0.565,0.306,0.39,0.353,0.742,0.684,0.445,0.306,1.406,0.445,0.656,0.123,0.329,0.457,0.415,1.607,0.609,3.402,3.183,2.999,2.632,3.781
TRINITY_DN18461_c0_g1,2.887,3.434,2.76,1.412,2.309,4.046,1.544,2.078,1.295,0.279,5.253,5.276,1.826,2.854,4.827,2.539,0.204,0.065,3.961,0.216,0.252,0.39,0.137
TRINITY_DN18463_c0_g1,0.917,0.435,0.346,0.39,0.789,1.352,0.781,0.906,0.971,1.645,0.943,0.707,0.2,0.781,0.408,0.606,2.112,1.062,2.358,4.694,5.503,2.27,9.096
TRINITY_DN18464_c0_g1,5.729,4.955,3.074,6.969,3.208,12.307,3.553,5.472,3.3,11.753,8.845,5.924,2.634,4.548,5.031,3.534,13.882,5.283,26.867,22.57,32.596,10.445,90.508
TRINITY_DN18469_c0_g1,2.182,1.826,1.762,1.487,1.092,2.112,0.807,1.419,0.971,4.868,2.486,2.314,0.817,1.242,1.429,1.925,3.201,3.807,4.829,3.543,9.886,2.103,5.74
TRINITY_DN18471_c0_g1,0.522,0.322,0.153,0.269,0.369,0.432,0.561,0.727,0.289,1.446,0.662,0.665,0.116,0.567,0.351,0.315,1.008,0.945,1.582,2.913,2.11,1.741,4.085
TRINITY_DN18471_c0_g2,0.202,0.53,0.121,0.335,0.084,0.591,0.5,0.658,0.14,1.035,0.472,0.421,0.039,0.411,0.229,0.216,0.763,0.596,1.2,1.816,1.838,1.184,2.885
TRINITY_DN18473_c0_g1,798.279,962.49,768.512,903.641,898.793,831.563,892.232,867.817,869.47,1048.312,846.351,778.166,757.541,793.324,814.651,832.276,1165.851,1237.648,831.843,853.971,876.801,1244.803,926.433
TRINITY_DN18474_c0_g1,1.008,1.061,0.636,1.124,0.84,1.849,0.877,0.966,1.042,5.916,1.86,1.186,0.632,0.946,0.76,0.788,4.809,3.639,6.329,9.082,5.826,5.209,9.37
TRINITY_DN18477_c0_g1,30.085,14.414,21.637,3.475,11.596,23.881,54.618,50.359,36.881,7.071,2.468,2.104,12.779,6.151,1.584,70.05,2.139,38.769,2.503,4.226,3.06,115.397,6.484
TRINITY_DN18477_c0_g2,45.319,109.104,104.324,108.463,103.938,116.13,52.091,119.81,43.358,72.682,121.23,102.844,82.546,141.674,113.737,101.624,41.985,60.212,55.595,49.6,45.884,13.411,13.865
TRINITY_DN18479_c0_g1,2.576,1.156,1.014,2.657,1.024,2.835,1.263,1.659,2.197,3.515,2.631,1.759,0.716,1.9,1.47,4.231,8.746,4.286,12.337,8.83,11.299,5.487,12.498
TRINITY_DN18482_c0_g1,0.495,0.235,0.137,0.623,0.05,0.469,0.763,0.265,0.438,3.661,0.844,0.505,0.239,0.312,0.025,0.398,1.512,1.657,2.492,2.302,5.635,0.474,6.955
TRINITY_DN18483_c0_g1,5.152,0.887,1.352,1.97,0.907,1.568,1.097,2.291,3.833,5.306,1.66,2.878,0.262,2.031,0.931,0.655,19.385,21.443,16.701,17.391,14.097,19.094,46.393
TRINITY_DN18488_c0_g1,123.474,143.061,121.31,140.761,138.425,141.016,139.737,124.436,112.5,100.328,137.741,125.093,132.531,127.866,133.836,134.368,110.154,120.502,86.95,70.21,89.194,96.763,45.937
TRINITY_DN18492_c0_g1,121.879,133.046,126.025,146.94,137.149,156.092,145.851,137.149,159.271,83.6,134.947,143.252,105.694,137.249,149.434,127.499,139.865,119.634,93.371,72.943,78.228,91.429,70.113
TRINITY_DN18494_c0_g1,1.192,0.852,0.266,1.087,0.613,1.718,1.009,1.103,1.068,4.855,1.488,1.321,0.971,0.946,0.898,1.029,2.943,2.706,7.125,5.521,20.499,2.785,11.238
TRINITY_DN18508_c0_g1,0,0,0,0,0,0,6.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN18511_c0_g1,790.487,964.073,896.066,1008.015,968.623,856.298,1058.295,924.434,950.882,1081.807,969.233,963.348,939.334,957.39,719.338,926.11,1055.384,1146.112,765.204,657.136,767.068,1070.259,671.477
TRINITY_DN18515_c0_g1,0.422,0.956,0.193,0.167,0.277,1.586,0.79,0.393,0.28,1.273,0.2,1.052,0.146,0.707,0.531,0.075,1.471,1.036,2.616,1.331,1.505,1.643,6.287
TRINITY_DN18526_c0_g1,0.596,0.687,0.266,0.623,0.563,1.051,0.605,0.47,0.595,4.842,1.325,0.555,0.67,0.683,0.359,0.664,3.923,3.25,4.478,5.377,3.928,4.721,9.309
TRINITY_DN18529_c0_g1,1.393,1.469,1.07,0.808,0.42,1.831,0.842,0.496,0.901,2.574,0.807,0.278,0.3,0.905,0.457,0.174,1.839,1.075,5.326,2.967,5.584,1.448,12.68
TRINITY_DN18530_c0_g1,7.645,10.997,3.605,6.225,7.583,11.086,3.702,5.369,8.918,4.232,9.308,9.786,7.172,10.181,4.982,5.525,4.645,5.918,4.24,6.312,7.18,6.782,1.564
TRINITY_DN18532_c0_g1,7.067,4.894,8.698,2.806,5.626,23.14,3.035,3.685,4.262,0.769,9.199,11.823,5.123,11.373,8.044,7.898,0.572,0.751,19.576,0.881,0.464,0,1.169
TRINITY_DN18534_c0_g4,0.486,0.4,0.652,0.818,0.571,0.263,0.675,0.633,0.91,0.929,1.134,0.715,0.447,1.464,0.408,0.332,0.654,1.411,0,0.162,1.313,0.905,1.109
TRINITY_DN18535_c0_g1,0,0,0,0,0,0,2.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN18540_c0_g2,3.327,4.277,3.718,6.987,5.76,4.365,3.325,5.626,1.96,1.924,5.035,2.937,5.153,4.071,5.023,0.689,2.18,0.531,1.148,3.057,2.504,4.359,0.364
TRINITY_DN18545_c0_g1,49.894,37.043,43.355,46.672,67.117,85.039,53.653,43.177,46.623,22.618,44.816,45.667,58.389,67.663,76.318,63.621,32.3,34.185,20.279,35.321,15.682,35.277,4.829
TRINITY_DN18547_c0_g1,50.288,52.918,52.753,47.639,51.104,48.025,47.336,41.92,44.995,50.94,48.209,43.731,44.724,42.491,44.092,44.947,47.285,42.796,54.488,51.758,59.112,47.769,75.429
TRINITY_DN18557_c0_g2,0.632,0.426,0.555,0.232,0,0.131,0.491,1,0.114,5.333,0,0.227,0,0.173,0.147,0.498,1.253,0.66,3.713,2.77,6.523,0.014,3.903
TRINITY_DN18557_c0_g3,0.238,0.235,0.249,0.344,0.05,0.131,0.684,0.299,0.114,3.794,0,0,0.054,0.132,0.114,0.174,1.417,1.243,0.631,0.917,5.342,2.117,4.449
TRINITY_DN18557_c0_g5,0,0,0,0,0,0.131,0.167,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.788,0,0
TRINITY_DN1856_c0_g1,0.339,0,0.121,0.121,0.034,1.004,0.281,0,0.079,0.876,0,0.118,0.139,0.312,0.033,0.108,0.994,0.453,1.127,0,1.848,0.668,0.744
TRINITY_DN1856_c0_g2,0.339,0,0.08,0.121,0.034,0,0.281,0,0,0.876,1.116,0.118,0.139,0.082,0.033,0.108,0,0.453,0.434,2.032,0,0.279,1.2
TRINITY_DN18560_c0_g1,11.733,4.355,1.191,0.446,0.244,0.835,1.211,5.959,2.346,14.804,0.209,1.86,0.524,1.669,2.466,0,2.343,2.331,31.282,52.585,50.661,0.543,37.707
TRINITY_DN18563_c0_g1,92.692,123.996,131.328,135.344,88.538,131.459,149.457,104.121,124.359,128.106,112.412,133.499,85.681,62.227,124.281,123.161,141.8,111.114,85.616,115.152,105.441,131.719,118.982
TRINITY_DN18575_c0_g1,9.726,7.042,3.428,6.3,3.006,5.604,6.465,8.43,5.067,20.004,8.437,7.531,2.342,4.654,5.063,2.713,17.791,16.303,56.712,39.781,62.687,18.94,108.974
TRINITY_DN18583_c0_g1,2.796,1.721,1.151,0.762,0.898,2.628,0.868,0.889,0.945,2.003,1.642,0.682,0.739,0.806,0.678,0.606,1.607,1.191,4.23,3.363,16.974,1.393,9.734
TRINITY_DN18587_c0_g1,95.121,103.314,103.246,105.814,98.103,119.172,106.752,77.556,110.592,76.038,109.146,102.836,85.157,91.19,100.662,99.028,102.007,99.356,66.381,46.381,51.579,89.312,39.848
TRINITY_DN18597_c0_g1,9.029,5.26,2.607,3.41,2.124,3.455,1.614,9.029,7.002,9.883,4.445,4.09,0.894,0.715,1.805,5.716,32.109,16.678,6.711,12.643,18.832,16.824,22.399
TRINITY_DN18599_c0_g1,62.516,74.825,74.777,65.869,47.922,56.155,77.268,51.188,55.987,63.237,63.024,66.611,68.195,58.164,40.809,64.758,74.408,60.329,33.568,36.705,33.676,55.122,18.982
TRINITY_DN1860_c0_g1,0,0.556,0.177,0.223,0,0,1.333,0,0,0.677,0.844,0,0,0,0,0,0,0.984,1.603,1.151,0,0,3.569
TRINITY_DN18601_c0_g1,3.007,9.641,0.185,0.242,1.469,7.153,11.738,0.804,1.89,0.371,6.441,0.665,12.564,0.23,0,0.406,0.381,3.03,0,0,0.273,0,0
TRINITY_DN18601_c0_g2,10.597,6.459,1.899,20.247,26.82,28.021,22.01,14.313,17.163,5.266,16.529,23.342,13.527,23.248,9.081,10.27,11.007,8.391,16.877,4.712,4.867,5.459,0.38
TRINITY_DN18602_c0_g1,12.247,10.128,13.84,8.112,13.057,14.719,10.036,9.884,12.437,7.495,15.404,10.274,8.982,14.728,13.442,14.385,10.081,6.513,5.636,7.733,9.684,6.685,0
TRINITY_DN18607_c0_g1,0.935,1.069,0.539,0.762,0.42,0.666,0.825,0.752,0.175,0.279,0.581,0.177,1.14,1.365,0.384,0.755,0.518,0.738,1.055,0.737,0.505,0.933,0
TRINITY_DN18608_c0_g1,9.157,6.694,3.613,3.995,3.476,13.414,5.141,6.113,4.621,32.209,8.247,5.882,4.052,5.559,5.57,2.895,16.756,31.129,25.615,39.115,26.83,20.723,50.979
TRINITY_DN18610_c0_g1,82.022,74.86,77.134,84.536,74.692,79.989,83.602,78.993,90.112,60.73,72.177,75.126,66.4,69.422,71.646,62.261,59.436,56.301,42.368,41.885,44.44,63.255,33.06
TRINITY_DN18617_c0_g1,0.596,0.922,0.346,1.357,0.386,2.056,0.851,0.898,0.411,2.945,3.456,1.397,0.393,1.382,0.629,1.244,5.817,0.194,8.139,4.442,7.392,1.226,10.235
TRINITY_DN1862_c0_g1,2.814,0.165,0.121,3.8,0.907,1.953,0.491,0.581,0.665,4.484,0.862,0.841,0.139,0.551,0.302,0.249,3.882,2.046,3.02,5.395,4.635,0,4.282
TRINITY_DN1862_c0_g2,0,0.348,0.587,0.613,0.991,0,0.211,0,0.306,0,1.007,0,0.532,1.752,0.8,0.514,0.749,0,0.641,4.982,2.423,2.409,5.725
TRINITY_DN18623_c0_g1,6.857,1.808,2.342,5.008,0.806,2.45,2.333,2.223,5.409,0.716,1.996,6.664,3.166,0.822,6.256,5.508,1.158,0.971,11.955,2.949,0.091,0.251,0
TRINITY_DN18624_c0_g1,7.058,11.258,11.482,13.417,19.498,12.466,7.307,5.139,16.918,10.506,10.215,9.652,6.309,10.641,10.078,4.355,4.959,14.101,11.593,4.658,4.635,7.103,3.083
TRINITY_DN18625_c0_g1,10.578,15.24,2.165,5.761,0,0,1.544,1.129,0,0.982,6.786,4.805,7.934,17.171,13.32,0,1.158,3.483,0,0,0,8.774,2.232
TRINITY_DN18625_c0_g2,20.322,7.45,0,24.316,0,3.492,5.957,0.282,0.105,0,13.835,4.527,11.763,5.847,10.298,0.796,0,3.988,4.964,5.611,3.05,8.816,0
TRINITY_DN18625_c0_g3,2.667,5.677,0.225,2.713,0,0,0.421,0.812,0,0,0.907,0.614,1.256,0.855,1.756,0,0,0.544,1.024,0,0.969,1.56,0.729
TRINITY_DN18625_c0_g4,12.567,16.387,5.745,10.305,0.395,0,4.184,1.684,0,0,8.673,7.548,11.37,10.896,18.498,0.44,1.703,4.545,1.024,1.169,3.878,5.153,2.08
TRINITY_DN18631_c0_g1,3.419,2.643,3.13,17.701,4.014,15.451,0.877,0,1.532,25.523,1.179,0.555,1.887,1.299,2.622,1.178,5.599,1.748,19.545,27.102,56.043,16.81,75.747
TRINITY_DN18635_c0_g1,99.943,103.036,97.307,109.215,101.176,95.9,94.524,103.454,91.363,77.166,90.748,68.975,75.089,91.297,97.379,102.579,86.6,94.837,64.747,60.894,50.974,94.117,48.215
TRINITY_DN18640_c0_g1,0.605,2.008,0.177,1.366,1.427,0.873,0.579,2.924,0.114,4.696,2.223,0.791,1.155,0.979,1.486,0.664,1.458,2.007,9.783,3.723,10.118,3.092,15.201
TRINITY_DN18640_c0_g2,1.082,0.2,0.772,1.71,0.638,5.107,0.86,1.146,1.987,1.658,1.152,1.279,0.308,1.612,0.539,0,8.61,1.062,4.778,4.226,11.936,0.529,8.276
TRINITY_DN18642_c0_g1,97.019,39.799,22.796,48.001,44.571,100.707,33.73,75.701,34.063,342.066,92.299,38.388,35.65,34.02,23.267,57.142,571.816,323.63,312.338,809.802,287.019,366.121,436.292
TRINITY_DN18645_c0_g2,99.714,116.302,90.283,98.688,108.145,101.063,115.411,79.685,113.97,85.523,110.706,101.439,105.247,117.036,73.59,115.396,80.565,84.245,51.045,48.449,30.394,62.127,17.843
TRINITY_DN18659_c0_g1,0,0.183,0.491,0,0,0,0.184,0,0.411,0,0,0,0.347,0,0,0,0,0,0,0,0,0,1.291
TRINITY_DN18659_c0_g2,0,0,0.636,0.511,0.109,0.807,0.614,0.419,0,1.99,0.608,0.471,0,0.592,0.613,0.606,1.131,0.919,6.194,4.496,2.969,0.947,5.664
TRINITY_DN18659_c0_g4,0.632,0.183,0,0.297,0.126,0.685,0.175,0,0.411,0,0,0.185,0.347,0.411,0,0,1.131,0.414,0,0,1.343,1.434,0
TRINITY_DN1866_c0_g1,0.587,0.765,0.74,0.232,0.823,1.38,0.526,0.299,0.42,0.862,0.318,0.227,0.208,1.258,0.074,0.68,1.485,0.79,2.637,1.187,1.404,1.783,1.473
TRINITY_DN18664_c0_g1,3.382,1.539,1.424,0.808,1.511,2.722,0.93,1.137,1.059,2.481,1.161,1.489,0.755,1.266,0.555,0.614,3.106,3.768,6.732,7.302,9.653,3.189,18.117
TRINITY_DN18668_c0_g1,909.286,1073.646,817.411,984.544,991.723,1214.799,700.852,1026.264,944.887,1484.404,1094.119,929.395,893.331,991.238,879.249,968.975,1785.933,1593.455,1588.174,1691.037,1684.099,1551.638,2779.421
TRINITY_DN18675_c0_g1,2.209,2.008,1.923,9.19,2.737,2.779,10.527,12.115,2.713,6.222,4.173,4.359,4.537,1.636,5.194,2.115,9.999,4.403,12.244,7.194,11.037,6.086,23.113
TRINITY_DN18686_c0_g1,0.266,0.096,0.113,0.66,0.101,1.568,0.833,0.291,0.14,3.303,0.998,0.892,0.547,0.238,0.539,0.398,1.022,0.518,2.523,2.536,9.401,0.237,6.986
TRINITY_DN18690_c0_g1,4.455,10.076,3.911,1.97,3.745,6.731,2.579,0.787,1.322,9.564,4.209,7.262,1.148,2.122,2.401,7.549,11.579,8.585,3.413,14.711,4.867,10.988,4.222
TRINITY_DN18691_c0_g1,1.897,1.634,0.917,2.026,0.781,3.83,1.14,1.035,1.365,4.497,2.985,2.407,1.132,1.817,1.119,1.004,8.419,2.81,11.634,4.208,11.431,3.858,22.004
TRINITY_DN18692_c0_g1,0.889,0.104,0.193,0.743,0.563,0.929,0.456,0.034,0.201,2.507,0.517,0.37,0.354,0.164,0.114,0.183,2.016,2.137,3.195,5.107,2.242,4.457,4.298
TRINITY_DN18694_c0_g1,0.926,1.191,0.595,1.45,0.68,1.521,1.079,0.479,0.963,4.55,1.361,0.749,0.262,0.641,0.539,0.506,2.561,1.217,5.657,6.51,7.735,3.273,10.676
TRINITY_DN18695_c0_g1,1.045,0.426,0.515,1.078,0.437,0.958,0.921,0.299,0.683,6.646,1.161,0.606,0.439,0.444,0.204,0.705,7.179,5.827,5.408,10.593,4.322,8.454,8.55
TRINITY_DN1870_c0_g2,0,0.183,0.169,0.52,0,0.469,0.272,0,0.516,0.968,0.608,0.303,0.185,0.197,0.082,0.473,1.281,0.583,2.306,1.493,2.807,0.543,2.733
TRINITY_DN18701_c0_g1,2.172,1.087,0.612,0.771,0.873,0.591,0.728,0.308,1.033,4.444,1.007,0.968,0.254,0.354,0.89,0.406,3.624,1.152,6.639,10.287,6.553,2.298,19.97
TRINITY_DN18708_c0_g2,1.806,4.538,2.583,7.285,2.486,6.796,1.228,0.624,1.4,1.605,2.404,3.189,1.949,2.928,2.287,3.161,2.616,1.347,11.748,10.683,17.429,3.203,28.352
TRINITY_DN18709_c0_g1,1.723,8.546,4.514,0.455,5.609,0.507,5.772,3.069,5.251,73.65,4.173,2.348,0.801,3.553,1.813,5.5,6.375,2.836,6.05,8.83,20.721,28.912,52.27
TRINITY_DN1872_c0_g1,6.673,0.426,0,0,0.386,5.351,0.395,0.145,0.429,0.889,0.934,0.766,0.739,0,0,0.664,0.804,0,0.982,0.108,0.576,1.323,3.796
TRINITY_DN1872_c0_g2,5.005,0.765,0.386,0.697,0.932,2.873,0.193,0.864,0,0.159,0.163,0,0.123,0.576,0.686,0.373,0.545,1.01,10.641,2.464,16.066,0,2.931
TRINITY_DN18725_c0_g1,0,0,0,0,0,0,1.316,0,1.208,0,0,0,0,0,0,0,0,40.711,0,0,0,0,0
TRINITY_DN18725_c0_g2,7.544,1.234,0.338,4.311,1.94,4.788,1.991,2.18,1.042,71.727,4.781,1.153,2.45,4.178,0.89,1.626,55.595,104.484,5.284,153.781,10.047,108.169,20.243
TRINITY_DN18725_c0_g3,6.728,2.747,0.587,4.506,3.317,5.848,3.009,3.505,1.698,84.104,11.494,3.854,3.551,6.126,1.731,1.809,56.766,105.041,10.176,200.018,16.055,121.093,34.29
TRINITY_DN18730_c0_g1,1.43,0.8,1.054,1.115,0.613,1.324,1.184,0.735,0.788,4.829,0.98,0.74,0.293,0.222,0.188,0.456,4.959,4.441,4.788,5.359,5.604,4.888,8.793
TRINITY_DN18735_c0_g1,64.184,52.066,50.903,59.263,37.552,50.41,62.706,92.459,65.221,24.846,65.083,50.673,35.919,37.779,36.783,56.852,23.009,32.217,24.323,28.702,25.416,20.848,14.563
TRINITY_DN18736_c0_g1,2.631,1.8,0.7,4.172,1.142,4.459,0.921,1.753,1.733,5.731,1.497,1.271,0.678,2.557,0.996,1.095,6.307,6.759,9.069,9.406,10.603,8.105,14.594
TRINITY_DN1874_c0_g2,0.852,0.452,0.595,0.381,0.294,0.704,0.658,1.359,0.28,2.879,0.844,0.421,0.123,0.592,0.114,0.473,2.616,2.913,1.417,5.953,4.423,3.691,7.153
TRINITY_DN18741_c0_g1,2.823,0.695,0.29,0.92,1.016,2.084,1.105,1.223,0.805,10.705,1.352,0.799,0,1.118,0.466,0.415,4.455,0.919,17.042,5.161,5.897,3.315,7.153
TRINITY_DN18745_c0_g1,1.219,1.191,1.376,1.31,1.024,2.563,1.246,1.693,0.98,3.661,1.842,2.794,0.824,1.538,1.078,1.8,4.387,2.434,6.784,5.863,6.998,2.952,19.696
TRINITY_DN18746_c0_g1,6.93,5.251,3.219,4.711,3.527,4.75,5.009,6.344,5.951,15.534,6.251,4.325,1.795,1.71,3.471,2.987,17.41,13.208,19.917,59.797,36.201,12.116,99.68
TRINITY_DN18750_c0_g1,0,0,0.105,0,0,0,1.281,0,0,0,0,0,0,0.354,0,0,0,0,0,0,0,0,0
TRINITY_DN18751_c0_g1,1.723,1.817,0.933,10.797,0.873,8.289,1.009,1.787,0.691,3.263,3.157,1.397,0.678,0.567,0.506,0.564,2.738,2.137,4.571,4.946,5.796,2.674,9.294
